"","ID","householdID","communityID","xrtype","fa001","fa002","fa006","fe001","fe002","ff002_2","ff004_1","ff004_2","ff004_3","ff005bracket_min","ff012_1","ff012_3","ff013bracket_min","ff013bracket_max","fl020s6","fl022_1","fn014_w2_2_2_","fn017_w2"
"1053","171159136002","1711591360","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","171159102002","1711591020","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055","171159110001","1711591100","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","171159121002","1711591210","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","171159118002","1711591180","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","171159118001","1711591180","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","171159125002","1711591250","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","171159125001","1711591250","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","171159124002","1711591240","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","171159124001","1711591240","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","171159123002","1711591230","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","171159111002","1711591110","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","171159111001","1711591110","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","171159130001","1711591300","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","171159130002","1711591300","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","171159132001","1711591320","1711591",2,1,0,0,10,5,0,3000,0,0,0,0,0,0,0,0,0,0,5
"1069","171159132002","1711591320","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070","171159131001","1711591310","1711591",2,1,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071","171159131002","1711591310","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","171159112001","1711591120","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073","171159135002","1711591350","1711591",2,1,0,0,1,1,0,0,0,0,0,220,0,0,0,0,0,0,0
"1074","171159135001","1711591350","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075","171159113002","1711591130","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","171159113001","1711591130","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","171159115001","1711591150","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","171159108001","1711591080","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","171159108002","1711591080","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","171159107001","1711591070","1711591",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","171159107002","1711591070","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","171159116002","1711591160","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","171159116001","1711591160","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","171159122001","1711591220","1711591",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","171159122002","1711591220","1711591",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","171159109002","1711591090","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","171159109001","1711591090","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088","171159119001","1711591190","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","171159119002","1711591190","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","171159133001","1711591330","1711591",2,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","171159101002","1711591010","1711591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092","171159221001","1711592210","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093","171159213001","1711592130","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","171159203001","1711592030","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","171159222001","1711592220","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096","171159211001","1711592110","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","171159211002","1711592110","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098","171159227001","1711592270","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","171159230001","1711592300","1711592",2,2,1,0,8,6,0,1300,0,0,0,0,0,0,0,0,0,0,0
"1100","171159218001","1711592180","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","171159216001","1711592160","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","171159216002","1711592160","1711592",2,1,0,0,6,7,0,1400,50,0,0,0,0,0,0,0,0,0,0
"1103","171159209002","1711592090","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","171159209001","1711592090","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","171159214001","1711592140","1711592",2,1,0,0,6,7,0,950,0,0,0,0,0,0,0,0,0,0,0
"1106","171159214002","1711592140","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107","171159210001","1711592100","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","171159210002","1711592100","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109","171159205002","1711592050","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","171159205001","1711592050","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111","171159215002","1711592150","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112","171159215001","1711592150","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113","171159219002","1711592190","1711592",2,2,1,0,12,7,0,5000,0,0,0,0,0,0,0,0,0,0,0
"1114","171159219001","1711592190","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115","171159235002","1711592350","1711592",2,1,0,0,12,7,0,3000,0,0,0,0,0,0,0,0,0,0,0
"1116","171159235001","1711592350","1711592",2,1,0,0,12,7,0,2500,0,0,0,0,0,0,0,0,0,0,0
"1117","171159225002","1711592250","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118","171159225001","1711592250","1711592",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119","171159234001","1711592340","1711592",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","171159234002","1711592340","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121","171159220001","1711592200","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1122","171159220002","1711592200","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1123","171159208001","1711592080","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","171159208002","1711592080","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125","171159204002","1711592040","1711592",2,1,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","171159204001","1711592040","1711592",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127","171159212002","1711592120","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","171159231001","1711592310","1711592",2,2,2,0,8,7,0,4000,0,0,0,0,0,0,0,0,0,0,0
"1129","171159231002","1711592310","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","171159206001","1711592060","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","171159206002","1711592060","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","171159232002","1711592320","1711592",2,2,1,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","171159232001","1711592320","1711592",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1134","171159233002","1711592330","1711592",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","171159233001","1711592330","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136","171159229002","1711592290","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137","171159229001","1711592290","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138","171159226001","1711592260","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139","171159226002","1711592260","1711592",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","171159223001","1711592230","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","171159223002","1711592230","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","171159228002","1711592280","1711592",2,1,0,0,3,7,0,2000,0,0,0,0,0,0,0,0,0,0,0
"1143","171159228001","1711592280","1711592",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","171159202002","1711592020","1711592",2,2,1,0,12,6,0,3000,1000,0,0,0,0,0,0,0,0,0,33
"1145","171159202001","1711592020","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146","171159217002","1711592170","1711592",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","171159217001","1711592170","1711592",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1148","171159311002","1711593110","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","171159311001","1711593110","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","171159306001","1711593060","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","171159302002","1711593020","1711593",2,1,0,0,2,7,0,700,0,0,0,0,0,0,0,0,0,0,0
"1152","171159302001","1711593020","1711593",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","171159312002","1711593120","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","171159312001","1711593120","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1155","171159323001","1711593230","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","171159323002","1711593230","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","171159319002","1711593190","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","171159319001","1711593190","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","171159309001","1711593090","1711593",2,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160","171159309002","1711593090","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","171159317001","1711593170","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","171159322002","1711593220","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163","171159325001","1711593250","1711593",2,2,2,0,12,5,0,2500,0,0,0,0,0,0,0,0,0,0,32
"1164","171159325002","1711593250","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","171159318002","1711593180","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","171159318001","1711593180","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","171159304001","1711593040","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","171159307001","1711593070","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169","171159307002","1711593070","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","171159301001","1711593010","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","171159320001","1711593200","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","171159326001","1711593260","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","171159326002","1711593260","1711593",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","171159321001","1711593210","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","171159310002","1711593100","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176","171159310001","1711593100","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","171159305001","1711593050","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178","171159316002","1711593160","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179","171159316001","1711593160","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","171159314001","1711593140","1711593",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181","171159303002","1711593030","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","171159303001","1711593030","1711593",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1183","171159324001","1711593240","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","171159324002","1711593240","1711593",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","175531227002","1755312270","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186","175531227001","1755312270","1755312",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
"1187","175531220001","1755312200","1755312",2,1,0,0,6,7,0,0,0,0,0,0,0,1000,3000,0,0,0,0
"1188","175531220002","1755312200","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189","175531229001","1755312290","1755312",2,2,1,0,10,4,0,3700,0,0,0,0,0,0,0,0,0,0,0
"1190","175531229002","1755312290","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191","175531203002","1755312030","1755312",2,2,1,0,12,7,0,600,0,0,0,0,0,0,0,0,0,0,0
"1192","175531203001","1755312030","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1193","175531209001","1755312090","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","175531201002","1755312010","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","175531216001","1755312160","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","175531216002","1755312160","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197","175531218001","1755312180","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","175531207001","1755312070","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","175531207002","1755312070","1755312",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200","175531222001","1755312220","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1201","175531222002","1755312220","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202","175531226002","1755312260","1755312",2,1,0,0,8,6,0,0,0,0,0,2300,0,0,0,0,0,0,0
"1203","175531226001","1755312260","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","175531215001","1755312150","1755312",2,2,1,0,6,7,0,1200,0,0,0,0,0,0,0,0,0,0,0
"1205","175531215002","1755312150","1755312",2,1,0,0,5,7,0,1000,0,0,0,0,0,0,0,0,0,0,0
"1206","175531211002","1755312110","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","175531211001","1755312110","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","175531224001","1755312240","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","175531224002","1755312240","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","175531214002","1755312140","1755312",2,1,0,0,6,7,0,0,0,0,0,1000,0,0,0,0,0,0,0
"1211","175531214001","1755312140","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1212","175531219002","1755312190","1755312",2,1,0,0,9,7,0,2000,0,0,0,0,0,0,0,0,0,0,0
"1213","175531219001","1755312190","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1214","175531206001","1755312060","1755312",2,1,0,0,12,1,0,150,0,0,0,0,0,0,0,0,0,0,0
"1215","175531217001","1755312170","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1216","175531221002","1755312210","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1217","175531221001","1755312210","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1218","175531205002","1755312050","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219","175531210001","1755312100","1755312",2,1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220","175531210002","1755312100","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221","175531231001","1755312310","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1222","175531204002","1755312040","1755312",2,2,1,0,11,7,0,0,0,0,0,5000,0,0,0,0,0,0,0
"1223","175531204001","1755312040","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1224","175531212001","1755312120","1755312",2,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1225","175531212002","1755312120","1755312",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1226","175531232001","1755312320","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227","175531225002","1755312250","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1228","175531225001","1755312250","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229","175531230001","1755312300","1755312",2,2,1,0,12,7,0,0,0,0,0,3300,0,0,0,0,0,0,0
"1230","175531202001","1755312020","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231","175531202002","1755312020","1755312",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1232","175531228001","1755312280","1755312",2,1,1,0,3,7,0,0,0,0,0,2100,0,0,0,0,0,0,0
"1233","175531228002","1755312280","1755312",2,1,1,0,7,7,0,0,0,0,0,3000,0,0,0,0,0,0,0
"1234","175531208001","1755312080","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1235","175531208002","1755312080","1755312",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236","175531233001","1755312330","1755312",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1237","175531233002","1755312330","1755312",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","175531115002","1755311150","1755311",2,2,1,0,12,5,0,3500,0,0,0,0,0,0,0,0,0,0,0
"1239","175531115001","1755311150","1755311",2,2,1,0,12,5,0,2400,0,0,0,0,0,0,0,0,0,0,20
"1240","175531116001","1755311160","1755311",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1241","175531116002","1755311160","1755311",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1242","175531128001","1755311280","1755311",2,2,1,0,12,5,0,600,0,0,0,0,0,0,0,0,0,0,0
"1243","175531128002","1755311280","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1244","175531106003","1755311060","1755311",2,2,1,0,12,5,0,3400,0,0,0,0,0,0,0,0,0,0,0
"1245","175531127001","1755311270","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246","175531107002","1755311070","1755311",2,2,1,0,12,5,0,2920,0,0,0,0,0,0,0,0,0,0,0
"1247","175531107001","1755311070","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1248","175531118002","1755311180","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1249","175531118001","1755311180","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1250","175531122001","1755311220","1755311",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1251","175531122002","1755311220","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1252","175531111002","1755311110","1755311",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1253","175531111001","1755311110","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1254","175531117001","1755311170","1755311",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1255","175531117002","1755311170","1755311",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256","175531112002","1755311120","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1257","175531112001","1755311120","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1258","175531133002","1755311330","1755311",2,2,1,0,12,5,0,3100,0,0,0,0,0,0,0,0,0,0,28
"1259","175531133001","1755311330","1755311",2,2,1,0,12,5,0,3000,0,0,0,0,0,0,0,0,0,0,24
"1260","175531103002","1755311030","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1261","175531103001","1755311030","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1262","175531104001","1755311040","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1263","175531104002","1755311040","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264","175531102001","1755311020","1755311",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1265","175531102002","1755311020","1755311",2,2,1,0,12,7,0,3000,0,0,0,0,0,0,0,0,0,0,30
"1266","175531129002","1755311290","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1267","175531129001","1755311290","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1268","175531105001","1755311050","1755311",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1269","175531105002","1755311050","1755311",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1270","175531120001","1755311200","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1271","175531120002","1755311200","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1272","175531130001","1755311300","1755311",2,2,1,0,12,5,0,2600,0,0,0,0,0,0,0,0,0,7,0
"1273","175531130002","1755311300","1755311",2,2,2,0,10,5,0,3200,0,0,0,0,0,0,0,0,0,7,24
"1274","175531119002","1755311190","1755311",2,2,1,0,12,6,0,3300,0,0,0,0,0,0,0,0,0,0,0
"1275","175531119001","1755311190","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1276","175531110002","1755311100","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277","175531110001","1755311100","1755311",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278","175531316002","1755313160","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1279","175531316001","1755313160","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280","175531319002","1755313190","1755313",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1281","175531319001","1755313190","1755313",2,1,0,0,7,7,0,0,0,0,0,1200,0,0,0,0,0,0,0
"1282","175531310001","1755313100","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1283","175531310002","1755313100","1755313",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1284","175531331001","1755313310","1755313",2,1,0,0,9,6,0,0,0,0,0,3550,0,0,0,0,0,0,0
"1285","175531331002","1755313310","1755313",2,1,0,0,12,7,0,0,0,0,0,4500,0,0,0,0,0,0,0
"1286","175531306001","1755313060","1755313",2,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1287","175531306002","1755313060","1755313",2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1288","175531327002","1755313270","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1289","175531327001","1755313270","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","175531326002","1755313260","1755313",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1291","175531326001","1755313260","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292","175531322001","1755313220","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1293","175531322002","1755313220","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294","175531318002","1755313180","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1295","175531318001","1755313180","1755313",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","175531323001","1755313230","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1297","175531323002","1755313230","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1298","175531332001","1755313320","1755313",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
