ID,householdID,ga002,ga003s3,ga003s5,ga003s6,ga004_w3_1s1,ga004_w3_1s3,ga004_w3_1s5
211176236001,2111762360,NA,NA,NA,NA,NA,NA,NA
211176236002,2111762360,NA,NA,NA,NA,NA,NA,NA
211176214001,2111762140,NA,NA,NA,NA,NA,NA,NA
211176214002,2111762140,NA,NA,NA,NA,NA,NA,NA
211176238001,2111762380,10000,NA,NA,NA,NA,NA,NA
211176238002,2111762380,NA,NA,NA,NA,NA,NA,NA
211176211001,2111762110,130,NA,NA,NA,NA,NA,NA
211176211002,2111762110,NA,NA,NA,NA,NA,NA,NA
211176218001,2111762180,NA,NA,NA,NA,NA,NA,NA
211176218002,2111762180,NA,NA,NA,NA,NA,NA,NA
211176215001,2111762150,NA,NA,NA,NA,NA,NA,NA
211176215002,2111762150,NA,NA,NA,NA,NA,NA,NA
211176228001,2111762280,NA,NA,NA,NA,NA,NA,NA
211176233002,2111762330,3120,NA,NA,NA,NA,NA,NA
211176233001,2111762330,NA,NA,NA,NA,NA,NA,NA
211176201002,2111762010,NA,NA,NA,NA,NA,NA,NA
211176210002,2111762100,NA,NA,NA,NA,NA,NA,NA
211176210001,2111762100,NA,NA,NA,NA,NA,NA,NA
211176227002,2111762270,NA,NA,NA,NA,NA,NA,NA
211176227001,2111762270,60,NA,NA,NA,NA,NA,NA
211176221001,2111762210,NA,NA,NA,NA,NA,NA,NA
211176229001,2111762290,NA,NA,NA,NA,NA,NA,NA
211176229002,2111762290,NA,NA,NA,NA,NA,NA,NA
211176230002,2111762300,NA,NA,NA,NA,NA,NA,NA
211176230001,2111762300,1500,NA,NA,NA,NA,NA,NA
211176232001,2111762320,NA,NA,NA,NA,NA,NA,NA
211176232002,2111762320,NA,NA,NA,NA,NA,NA,NA
211176212001,2111762120,NA,NA,NA,NA,NA,NA,NA
211176212002,2111762120,NA,NA,NA,NA,NA,NA,NA
211176219001,2111762190,7000,NA,NA,NA,NA,NA,NA
211176222002,2111762220,1560,NA,NA,NA,NA,NA,NA
211176222001,2111762220,100,NA,NA,NA,NA,NA,NA
211176216001,2111762160,NA,NA,NA,NA,NA,NA,NA
211176209001,2111762090,NA,NA,NA,NA,NA,NA,NA
211176202001,2111762020,NA,NA,NA,NA,NA,NA,NA
211176206002,2111762060,NA,NA,NA,NA,NA,NA,NA
211176206001,2111762060,NA,NA,NA,NA,NA,NA,NA
211176231001,2111762310,NA,NA,NA,NA,NA,NA,NA
211176231002,2111762310,NA,NA,NA,NA,NA,NA,NA
211176235001,2111762350,2000,NA,NA,NA,NA,NA,NA
211176235002,2111762350,2000,NA,NA,NA,NA,NA,NA
211176217001,2111762170,NA,NA,NA,NA,NA,NA,NA
211176234001,2111762340,NA,NA,NA,NA,NA,NA,NA
211176237001,2111762370,NA,NA,NA,NA,NA,NA,NA
211176237002,2111762370,NA,NA,NA,NA,NA,NA,NA
211176224001,2111762240,35000,NA,NA,NA,NA,NA,NA
211176224002,2111762240,NA,NA,NA,NA,NA,NA,NA
211176334001,2111763340,NA,NA,NA,NA,NA,NA,NA
211176327002,2111763270,NA,NA,NA,NA,NA,NA,NA
211176327001,2111763270,NA,NA,NA,NA,NA,NA,NA
211176322002,2111763220,20000,NA,NA,NA,NA,NA,NA
211176322001,2111763220,NA,NA,NA,NA,NA,NA,NA
211176317002,2111763170,32400,NA,NA,NA,NA,NA,NA
211176317001,2111763170,NA,NA,NA,NA,NA,NA,NA
211176314001,2111763140,NA,NA,NA,NA,NA,NA,NA
211176314002,2111763140,NA,NA,NA,NA,NA,NA,NA
211176304001,2111763040,NA,NA,NA,NA,NA,NA,NA
211176304002,2111763040,700,3,NA,NA,NA,NA,NA
211176336002,2111763360,NA,NA,NA,NA,NA,NA,NA
211176336001,2111763360,NA,NA,NA,NA,NA,NA,NA
211176309002,2111763090,NA,NA,NA,NA,NA,NA,NA
211176309001,2111763090,NA,NA,NA,NA,NA,NA,NA
211176320001,2111763200,NA,NA,NA,NA,NA,NA,NA
211176320002,2111763200,NA,NA,NA,NA,NA,NA,NA
211176321001,2111763210,NA,NA,NA,NA,NA,NA,NA
211176321002,2111763210,NA,NA,NA,NA,NA,NA,NA
211176324001,2111763240,20000,NA,NA,NA,NA,NA,NA
211176324002,2111763240,NA,NA,NA,NA,NA,NA,NA
211176316002,2111763160,NA,NA,NA,NA,NA,NA,NA
211176325002,2111763250,NA,NA,NA,NA,NA,NA,NA
211176325001,2111763250,NA,NA,NA,NA,NA,NA,NA
211176332002,2111763320,45000,NA,NA,NA,NA,NA,NA
211176332001,2111763320,NA,NA,NA,NA,NA,NA,NA
211176326001,2111763260,NA,NA,NA,NA,NA,NA,NA
211176326002,2111763260,NA,NA,NA,NA,NA,NA,NA
211176318002,2111763180,NA,NA,NA,NA,NA,NA,NA
211176318001,2111763180,NA,NA,NA,NA,NA,NA,NA
211176306002,2111763060,NA,3,NA,NA,NA,NA,NA
211176313002,2111763130,37000,NA,NA,NA,NA,NA,NA
211176313001,2111763130,11520,NA,NA,NA,NA,NA,NA
211176310002,2111763100,45000,NA,NA,NA,NA,NA,NA
211176310001,2111763100,42000,NA,NA,NA,NA,NA,NA
211176330002,2111763300,NA,NA,NA,NA,NA,NA,NA
211176330001,2111763300,NA,NA,NA,NA,NA,NA,NA
211176331001,2111763310,NA,NA,NA,NA,NA,NA,NA
211176331002,2111763310,NA,NA,NA,NA,NA,NA,NA
211176335001,2111763350,NA,NA,NA,NA,NA,NA,NA
211176335002,2111763350,NA,NA,NA,NA,NA,NA,NA
211176311002,2111763110,NA,NA,NA,NA,NA,NA,NA
211176311001,2111763110,NA,NA,NA,NA,NA,NA,NA
211176312002,2111763120,NA,NA,NA,NA,NA,NA,NA
211176312001,2111763120,NA,NA,NA,NA,NA,NA,NA
211176308001,2111763080,NA,NA,NA,NA,NA,NA,NA
211176319002,2111763190,36000,NA,NA,NA,NA,NA,NA
211176319001,2111763190,10000,NA,NA,NA,NA,NA,NA
211176307001,2111763070,NA,NA,NA,NA,NA,NA,NA
211176301002,2111763010,NA,NA,NA,NA,NA,NA,NA
211176305001,2111763050,1000,NA,NA,NA,NA,NA,NA
211176305002,2111763050,NA,NA,NA,NA,NA,NA,NA
211176303002,2111763030,NA,NA,NA,NA,NA,NA,NA
211176303001,2111763030,NA,NA,NA,NA,NA,NA,NA
211176315002,2111763150,NA,NA,NA,NA,NA,NA,NA
211176315001,2111763150,NA,NA,NA,NA,NA,NA,NA
211176329001,2111763290,NA,NA,NA,NA,NA,NA,NA
211176329002,2111763290,NA,NA,NA,NA,NA,NA,NA
211176323001,2111763230,NA,NA,NA,NA,NA,NA,NA
211176302001,2111763020,NA,NA,NA,NA,NA,NA,NA
211176302002,2111763020,NA,NA,NA,NA,NA,NA,NA
211176328002,2111763280,NA,NA,NA,NA,NA,NA,NA
211176328001,2111763280,NA,NA,NA,NA,NA,NA,NA
211154227002,2111542270,14400,NA,NA,NA,NA,NA,NA
211154227001,2111542270,NA,NA,NA,NA,NA,NA,NA
211154208001,2111542080,NA,NA,NA,NA,NA,NA,NA
211154208002,2111542080,NA,NA,NA,NA,NA,NA,NA
211154218001,2111542180,NA,NA,NA,NA,NA,NA,NA
211154218002,2111542180,NA,NA,NA,NA,NA,NA,NA
211154217002,2111542170,45000,NA,NA,NA,NA,NA,NA
211154217001,2111542170,NA,NA,NA,NA,NA,NA,NA
211154216002,2111542160,NA,NA,NA,NA,NA,NA,NA
211154216001,2111542160,NA,NA,NA,NA,NA,NA,NA
211154215001,2111542150,36000,NA,NA,NA,NA,NA,NA
211154215002,2111542150,NA,NA,NA,NA,NA,NA,NA
211154236002,2111542360,NA,NA,NA,NA,NA,NA,NA
211154236001,2111542360,NA,NA,NA,NA,NA,NA,NA
211154231002,2111542310,NA,NA,NA,NA,NA,NA,NA
211154231001,2111542310,NA,3,NA,NA,NA,NA,5
211154212002,2111542120,NA,NA,NA,NA,NA,NA,NA
211154222001,2111542220,NA,NA,NA,NA,NA,NA,NA
211154223001,2111542230,56400,NA,NA,NA,NA,NA,NA
211154223002,2111542230,NA,NA,NA,NA,NA,NA,NA
211154228001,2111542280,NA,3,NA,NA,NA,NA,NA
211154228002,2111542280,NA,3,NA,NA,NA,NA,NA
211154235002,2111542350,NA,NA,NA,NA,NA,NA,NA
211154235001,2111542350,NA,NA,NA,NA,NA,NA,NA
211154201002,2111542010,NA,NA,NA,NA,NA,NA,NA
211154201001,2111542010,NA,NA,NA,NA,NA,NA,NA
211154233001,2111542330,NA,NA,NA,NA,NA,NA,NA
211154233002,2111542330,50000,NA,NA,NA,NA,NA,NA
211154203001,2111542030,NA,NA,NA,NA,NA,NA,NA
211154229002,2111542290,NA,3,NA,NA,NA,NA,NA
211154229001,2111542290,NA,NA,NA,NA,NA,NA,NA
211154214001,2111542140,NA,NA,NA,NA,NA,NA,NA
211154214002,2111542140,NA,NA,NA,NA,NA,NA,NA
211154209001,2111542090,NA,NA,NA,NA,NA,NA,NA
211154230001,2111542300,NA,NA,NA,NA,NA,NA,NA
211154230002,2111542300,NA,NA,NA,NA,NA,NA,NA
211154204002,2111542040,NA,NA,NA,NA,NA,NA,NA
211154232002,2111542320,NA,NA,NA,NA,NA,NA,NA
211154232001,2111542320,NA,NA,NA,NA,NA,NA,NA
211154205002,2111542050,NA,NA,NA,NA,NA,NA,NA
211154205001,2111542050,NA,NA,NA,NA,NA,NA,NA
211154226001,2111542260,NA,NA,NA,NA,NA,NA,NA
211154226002,2111542260,NA,NA,NA,NA,NA,NA,NA
211154221001,2111542210,NA,NA,NA,NA,NA,NA,NA
211154221002,2111542210,NA,NA,NA,NA,NA,NA,NA
211154211001,2111542110,NA,NA,NA,NA,NA,NA,NA
211154225002,2111542250,NA,NA,NA,NA,NA,NA,NA
211154225001,2111542250,17000,NA,NA,NA,NA,NA,NA
211154234002,2111542340,30000,NA,NA,NA,NA,NA,NA
211154234001,2111542340,NA,NA,NA,NA,NA,NA,NA
211154220002,2111542200,NA,NA,NA,NA,NA,NA,NA
211154220001,2111542200,NA,NA,NA,NA,NA,NA,NA
211154127002,2111541270,36000,NA,NA,NA,NA,NA,NA
211154127001,2111541270,NA,NA,NA,NA,NA,NA,NA
211154101001,2111541010,NA,NA,NA,NA,NA,NA,NA
211154102002,2111541020,NA,NA,NA,NA,NA,NA,NA
211154102001,2111541020,NA,NA,NA,NA,NA,NA,NA
211154107001,2111541070,20000,NA,NA,NA,NA,NA,NA
211154107002,2111541070,NA,NA,NA,NA,NA,NA,NA
211154106002,2111541060,29000,NA,NA,NA,NA,NA,NA
211154106001,2111541060,NA,NA,NA,NA,NA,NA,NA
211154103001,2111541030,48000,NA,NA,NA,NA,NA,NA
211154103002,2111541030,30000,NA,NA,NA,NA,NA,NA
211154110002,2111541100,NA,NA,NA,NA,NA,NA,NA
211154110001,2111541100,NA,NA,NA,NA,NA,NA,NA
211154120001,2111541200,NA,NA,NA,NA,NA,NA,NA
211154120002,2111541200,NA,NA,NA,NA,NA,NA,NA
211154124001,2111541240,NA,NA,NA,NA,NA,NA,NA
211154116001,2111541160,NA,NA,NA,NA,NA,NA,NA
211154126001,2111541260,NA,NA,NA,NA,NA,NA,NA
211154126002,2111541260,NA,NA,NA,NA,NA,NA,NA
211154119002,2111541190,NA,NA,NA,NA,NA,NA,NA
211154119001,2111541190,NA,NA,NA,NA,NA,NA,NA
211154125001,2111541250,35000,NA,NA,NA,NA,NA,NA
211154125002,2111541250,NA,NA,NA,NA,NA,NA,NA
211154111001,2111541110,NA,NA,NA,NA,NA,NA,NA
211154128002,2111541280,60000,NA,NA,NA,NA,NA,NA
211154128001,2111541280,6000,NA,NA,NA,NA,NA,NA
211154117001,2111541170,NA,NA,NA,NA,NA,NA,NA
211154117002,2111541170,NA,NA,NA,NA,NA,NA,NA
211154303001,2111543030,NA,NA,NA,NA,NA,NA,NA
211154334002,2111543340,NA,NA,NA,NA,NA,NA,NA
211154334001,2111543340,NA,NA,NA,NA,NA,NA,NA
211154325001,2111543250,NA,NA,NA,NA,NA,NA,NA
211154325002,2111543250,NA,NA,NA,NA,NA,NA,NA
211154314002,2111543140,NA,NA,NA,NA,NA,NA,NA
211154314001,2111543140,NA,NA,NA,NA,NA,NA,NA
211154322002,2111543220,NA,NA,NA,NA,NA,NA,NA
211154322001,2111543220,NA,NA,NA,NA,NA,NA,NA
211154333001,2111543330,20000,NA,NA,NA,NA,NA,NA
211154333002,2111543330,NA,NA,NA,NA,NA,NA,NA
211154324002,2111543240,NA,NA,NA,NA,NA,NA,NA
211154324001,2111543240,NA,NA,NA,NA,NA,NA,NA
211154316001,2111543160,NA,NA,NA,NA,NA,NA,NA
211154316002,2111543160,NA,NA,NA,NA,NA,NA,NA
211154337001,2111543370,NA,NA,NA,NA,NA,NA,NA
211154337002,2111543370,NA,NA,NA,NA,NA,NA,NA
211154305001,2111543050,NA,NA,NA,NA,NA,NA,NA
211154305002,2111543050,NA,NA,NA,NA,NA,NA,NA
211154312001,2111543120,2400,NA,5,NA,NA,NA,NA
211154312002,2111543120,NA,NA,5,NA,NA,NA,NA
211154306001,2111543060,NA,NA,NA,NA,NA,NA,NA
211154313002,2111543130,NA,NA,NA,NA,NA,NA,NA
211154313001,2111543130,NA,NA,NA,NA,NA,NA,NA
211154320002,2111543200,NA,NA,NA,NA,NA,NA,NA
211154320001,2111543200,NA,NA,NA,NA,NA,NA,NA
211154331001,2111543310,NA,NA,NA,NA,NA,NA,NA
211154331002,2111543310,NA,NA,NA,NA,NA,NA,NA
211154326002,2111543260,20000,NA,NA,NA,NA,NA,NA
211154326001,2111543260,NA,NA,NA,NA,NA,NA,NA
211154307002,2111543070,NA,NA,NA,NA,NA,NA,NA
211154307001,2111543070,NA,NA,NA,NA,NA,NA,NA
211154318001,2111543180,NA,NA,NA,NA,NA,NA,NA
211154308002,2111543080,NA,3,NA,NA,1,NA,5
211154308001,2111543080,NA,3,NA,NA,1,NA,5
211154317001,2111543170,NA,NA,NA,NA,NA,NA,NA
211154317002,2111543170,NA,NA,NA,NA,NA,NA,NA
211154336001,2111543360,26000,NA,NA,NA,NA,NA,NA
211154302002,2111543020,1000,NA,NA,NA,NA,NA,NA
211154302001,2111543020,NA,NA,NA,NA,NA,NA,NA
211154301002,2111543010,10000,NA,NA,NA,NA,NA,NA
211154301001,2111543010,NA,NA,5,NA,NA,NA,NA
211154328001,2111543280,NA,NA,NA,NA,NA,NA,NA
211154328002,2111543280,NA,NA,NA,NA,NA,NA,NA
211154321001,2111543210,NA,NA,NA,NA,NA,NA,NA
211154309001,2111543090,NA,NA,NA,NA,NA,NA,NA
211154330002,2111543300,NA,NA,NA,NA,NA,NA,NA
211154330001,2111543300,NA,NA,NA,NA,NA,NA,NA
211154335002,2111543350,NA,NA,NA,NA,NA,NA,NA
211154335001,2111543350,NA,NA,NA,NA,NA,NA,NA
211154329002,2111543290,NA,NA,NA,NA,NA,NA,NA
211154329001,2111543290,NA,NA,NA,NA,NA,NA,NA
211154332002,2111543320,5500,NA,NA,NA,NA,NA,NA
211154332001,2111543320,NA,NA,NA,NA,NA,NA,NA
211154327002,2111543270,NA,NA,NA,NA,NA,NA,NA
211154327001,2111543270,NA,NA,NA,NA,NA,NA,NA
144016326001,1440163260,25000,NA,NA,NA,NA,NA,NA
144016326002,1440163260,NA,NA,NA,NA,NA,NA,NA
144016312001,1440163120,NA,NA,NA,NA,NA,NA,NA
144016312002,1440163120,NA,NA,NA,NA,NA,NA,NA
144016315001,1440163150,1500,NA,NA,NA,NA,NA,NA
144016315002,1440163150,NA,NA,NA,NA,NA,NA,NA
144016311001,1440163110,NA,NA,NA,NA,NA,NA,NA
144016323002,1440163230,30000,NA,NA,NA,NA,NA,NA
144016323001,1440163230,15000,NA,NA,NA,NA,NA,NA
144016303001,1440163030,NA,NA,NA,NA,NA,NA,NA
144016303002,1440163030,NA,NA,NA,NA,NA,NA,NA
144016313001,1440163130,NA,3,NA,NA,NA,NA,NA
144016313002,1440163130,NA,NA,NA,NA,NA,NA,NA
144016320001,1440163200,NA,NA,NA,NA,NA,NA,NA
144016304001,1440163040,50000,NA,NA,NA,NA,NA,NA
144016304002,1440163040,6400,NA,NA,NA,NA,NA,NA
144016306001,1440163060,NA,NA,NA,NA,NA,NA,NA
144016306002,1440163060,NA,NA,NA,NA,NA,NA,NA
144016324001,1440163240,NA,NA,NA,NA,NA,NA,NA
144016325002,1440163250,NA,NA,NA,NA,NA,NA,NA
144016325001,1440163250,NA,NA,NA,NA,NA,NA,NA
144016302001,1440163020,NA,NA,NA,NA,NA,NA,NA
144016302002,1440163020,NA,NA,NA,NA,NA,NA,NA
144016321001,1440163210,NA,NA,NA,NA,NA,NA,NA
144016307001,1440163070,30000,NA,NA,NA,NA,NA,NA
144016307002,1440163070,20000,NA,NA,NA,NA,NA,NA
144016126001,1440161260,40000,NA,NA,NA,NA,NA,NA
144016126002,1440161260,25000,NA,NA,NA,NA,NA,NA
144016116001,1440161160,NA,NA,NA,NA,NA,NA,NA
144016116002,1440161160,NA,NA,NA,NA,NA,NA,NA
144016110001,1440161100,NA,NA,NA,NA,NA,NA,NA
144016110002,1440161100,NA,NA,NA,6,NA,NA,NA
144016109001,1440161090,NA,NA,NA,NA,NA,NA,NA
144016109002,1440161090,NA,NA,NA,NA,NA,NA,NA
144016115001,1440161150,NA,NA,NA,NA,NA,NA,NA
144016115002,1440161150,NA,NA,NA,NA,NA,NA,NA
144016130002,1440161300,NA,NA,NA,NA,NA,NA,NA
144016130001,1440161300,NA,NA,NA,NA,NA,NA,NA
144016111001,1440161110,NA,NA,NA,NA,NA,NA,NA
144016119002,1440161190,NA,NA,NA,NA,NA,NA,NA
144016119001,1440161190,NA,NA,NA,NA,NA,NA,NA
144016114002,1440161140,NA,NA,NA,NA,NA,NA,NA
144016114001,1440161140,NA,NA,NA,NA,NA,NA,NA
144016117001,1440161170,NA,NA,NA,NA,NA,NA,NA
144016117002,1440161170,NA,NA,NA,NA,NA,NA,NA
142403109001,1424031090,NA,NA,NA,NA,NA,NA,NA
142403109002,1424031090,NA,NA,NA,NA,NA,NA,NA
142403108002,1424031080,NA,NA,NA,NA,NA,NA,NA
142403108001,1424031080,NA,NA,NA,NA,NA,NA,NA
142403134001,1424031340,NA,NA,NA,NA,NA,NA,NA
142403134002,1424031340,NA,NA,NA,NA,NA,NA,NA
142403129001,1424031290,NA,NA,NA,NA,NA,NA,NA
142403129002,1424031290,NA,NA,NA,NA,NA,NA,NA
142403102001,1424031020,NA,NA,NA,NA,NA,NA,NA
142403125001,1424031250,NA,NA,NA,NA,NA,NA,NA
142403125002,1424031250,8500,NA,NA,NA,NA,NA,NA
142403106001,1424031060,2160,3,NA,NA,1,NA,NA
142403120002,1424031200,NA,NA,NA,NA,NA,NA,NA
142403120001,1424031200,NA,NA,NA,NA,NA,NA,NA
142403104002,1424031040,NA,NA,NA,NA,NA,NA,NA
142403104001,1424031040,NA,NA,NA,NA,NA,NA,NA
142403127001,1424031270,NA,NA,NA,NA,NA,NA,NA
142403116001,1424031160,NA,NA,NA,NA,NA,NA,NA
142403116002,1424031160,NA,NA,NA,NA,NA,NA,NA
142403133001,1424031330,NA,NA,NA,NA,NA,NA,NA
142403133002,1424031330,NA,NA,NA,NA,NA,NA,NA
142403112002,1424031120,21600,NA,NA,NA,NA,NA,NA
142403112001,1424031120,28400,NA,NA,NA,NA,NA,NA
142403121001,1424031210,NA,NA,NA,NA,NA,NA,NA
142403121002,1424031210,NA,NA,NA,NA,NA,NA,NA
142403115002,1424031150,17000,NA,NA,NA,NA,NA,NA
142403111002,1424031110,NA,NA,NA,NA,NA,NA,NA
142403111001,1424031110,NA,NA,NA,NA,NA,NA,NA
142403117001,1424031170,NA,NA,NA,NA,NA,NA,NA
142403117002,1424031170,NA,NA,NA,NA,NA,NA,NA
142403110001,1424031100,NA,3,NA,NA,1,NA,5
142403114002,1424031140,NA,NA,NA,NA,NA,NA,NA
142403114001,1424031140,NA,NA,NA,NA,NA,NA,NA
142403107002,1424031070,NA,NA,NA,NA,NA,NA,NA
142403107001,1424031070,NA,NA,NA,NA,NA,NA,NA
142403118001,1424031180,NA,NA,NA,NA,NA,NA,NA
142403118002,1424031180,NA,NA,NA,NA,NA,NA,NA
142403105001,1424031050,4800,NA,NA,NA,NA,NA,NA
142403105002,1424031050,20000,NA,NA,NA,NA,NA,NA
142403342001,1424033420,NA,NA,NA,NA,NA,NA,NA
142403304002,1424033040,NA,NA,NA,NA,NA,NA,NA
142403304001,1424033040,NA,NA,NA,NA,NA,NA,NA
142403310001,1424033100,NA,NA,NA,NA,NA,NA,NA
142403310002,1424033100,NA,NA,NA,NA,NA,NA,NA
142403322001,1424033220,NA,NA,NA,NA,NA,NA,NA
142403322002,1424033220,NA,NA,NA,NA,NA,NA,NA
142403303002,1424033030,NA,NA,NA,NA,NA,NA,NA
142403303001,1424033030,NA,NA,NA,NA,NA,NA,NA
142403321001,1424033210,NA,NA,NA,NA,NA,NA,NA
142403309002,1424033090,NA,NA,NA,NA,NA,NA,NA
142403309001,1424033090,NA,NA,NA,NA,NA,NA,NA
142403325001,1424033250,NA,NA,NA,NA,NA,NA,NA
142403325002,1424033250,NA,NA,NA,NA,NA,NA,NA
142403307001,1424033070,NA,NA,NA,NA,NA,NA,NA
142403307002,1424033070,NA,NA,NA,NA,NA,NA,NA
142403323001,1424033230,NA,NA,NA,NA,NA,NA,NA
142403341002,1424033410,25000,NA,NA,NA,NA,NA,NA
142403341001,1424033410,NA,NA,NA,NA,NA,NA,NA
142403319001,1424033190,NA,NA,NA,NA,NA,NA,NA
142403319002,1424033190,NA,NA,NA,NA,NA,NA,NA
142403324001,1424033240,NA,NA,NA,NA,NA,NA,NA
142403335001,1424033350,NA,NA,NA,NA,NA,NA,NA
142403335002,1424033350,NA,NA,NA,NA,NA,NA,NA
142403308001,1424033080,NA,NA,NA,NA,NA,NA,NA
142403306001,1424033060,NA,NA,NA,NA,NA,NA,NA
142403306002,1424033060,NA,NA,NA,NA,NA,NA,NA
142403340002,1424033400,NA,NA,5,NA,NA,NA,NA
142403340001,1424033400,NA,NA,NA,NA,NA,NA,NA
142403337001,1424033370,NA,NA,NA,NA,NA,NA,NA
142403334001,1424033340,NA,NA,NA,NA,NA,NA,NA
142403334002,1424033340,NA,NA,NA,NA,NA,NA,NA
142403326002,1424033260,NA,NA,NA,NA,NA,NA,NA
142403326001,1424033260,NA,NA,NA,NA,NA,NA,NA
142403327001,1424033270,NA,NA,NA,NA,NA,NA,NA
142403327002,1424033270,NA,NA,NA,NA,NA,NA,NA
142403305001,1424033050,30000,NA,NA,NA,NA,NA,NA
142403305002,1424033050,NA,NA,NA,NA,NA,NA,NA
142403333001,1424033330,4000,NA,NA,NA,NA,NA,NA
142403333002,1424033330,8000,NA,NA,NA,NA,NA,NA
142403204002,1424032040,NA,NA,NA,NA,NA,NA,NA
142403204001,1424032040,NA,NA,NA,NA,NA,NA,NA
142403203001,1424032030,NA,NA,NA,NA,NA,NA,NA
142403203003,1424032030,40000,NA,NA,NA,NA,NA,NA
142403211001,1424032110,NA,NA,NA,NA,NA,NA,NA
142403221001,1424032210,NA,NA,NA,NA,NA,NA,NA
142403221002,1424032210,NA,NA,NA,NA,NA,NA,NA
142403213001,1424032130,NA,NA,NA,NA,NA,NA,NA
142403213003,1424032130,20000,NA,NA,NA,NA,NA,NA
142403206001,1424032060,NA,NA,NA,NA,NA,NA,NA
142403206002,1424032060,NA,NA,NA,NA,NA,NA,NA
142403224001,1424032240,NA,NA,NA,NA,NA,NA,NA
142403210001,1424032100,NA,NA,NA,NA,NA,NA,NA
142403208001,1424032080,NA,NA,NA,NA,NA,NA,NA
142403208002,1424032080,NA,NA,NA,NA,NA,NA,NA
142403223001,1424032230,NA,NA,NA,NA,NA,NA,NA
142403209001,1424032090,NA,3,NA,NA,NA,NA,NA
142403209002,1424032090,NA,NA,NA,NA,NA,NA,NA
142403225001,1424032250,40000,NA,NA,NA,NA,NA,NA
142403225002,1424032250,NA,NA,NA,NA,NA,NA,NA
141154122001,1411541220,NA,NA,NA,6,NA,NA,NA
141154118001,1411541180,NA,NA,NA,NA,NA,NA,NA
141154115001,1411541150,NA,NA,NA,NA,NA,NA,NA
141154115002,1411541150,NA,NA,NA,NA,NA,NA,NA
141154127002,1411541270,NA,NA,NA,NA,NA,NA,NA
141154127001,1411541270,NA,NA,NA,NA,NA,NA,NA
141154119002,1411541190,NA,NA,NA,NA,NA,NA,NA
141154119001,1411541190,NA,NA,NA,NA,NA,NA,NA
141154101003,1411541010,NA,NA,NA,NA,NA,NA,NA
141154101002,1411541010,NA,NA,NA,NA,NA,NA,NA
141154112001,1411541120,NA,NA,5,NA,NA,NA,NA
141154106102,1411541061,NA,NA,NA,NA,NA,NA,NA
141154106103,1411541061,NA,NA,NA,NA,NA,NA,NA
141154107002,1411541070,10000,NA,NA,NA,NA,NA,NA
141154107001,1411541070,NA,NA,NA,NA,NA,NA,NA
141154109001,1411541090,NA,NA,NA,NA,NA,NA,NA
141154109002,1411541090,NA,NA,NA,NA,NA,NA,NA
141154111002,1411541110,NA,NA,NA,NA,NA,NA,NA
141154111003,1411541110,NA,NA,NA,NA,NA,NA,NA
141154102002,1411541020,NA,NA,NA,NA,NA,NA,NA
141154102001,1411541020,NA,NA,NA,NA,NA,NA,NA
141154129001,1411541290,NA,NA,NA,NA,NA,NA,NA
141154129002,1411541290,5000,NA,NA,NA,NA,NA,NA
141154104002,1411541040,NA,NA,NA,NA,NA,NA,NA
141154104001,1411541040,NA,NA,NA,NA,NA,NA,NA
141154121001,1411541210,NA,NA,NA,NA,NA,NA,NA
141154108002,1411541080,NA,NA,NA,NA,NA,NA,NA
141154108001,1411541080,NA,NA,NA,NA,NA,NA,NA
141154114002,1411541140,NA,NA,NA,NA,NA,NA,NA
141154114001,1411541140,NA,NA,NA,NA,NA,NA,NA
141154124002,1411541240,NA,NA,NA,NA,NA,NA,NA
141154124001,1411541240,NA,NA,NA,NA,NA,NA,NA
141154128001,1411541280,NA,NA,NA,NA,NA,NA,NA
141154128002,1411541280,NA,NA,NA,NA,NA,NA,NA
141154110002,1411541100,NA,NA,NA,NA,NA,NA,NA
141154110001,1411541100,NA,NA,NA,NA,NA,NA,NA
141154113002,1411541130,14000,NA,NA,NA,NA,NA,NA
141154113001,1411541130,NA,NA,NA,NA,NA,NA,NA
141154125002,1411541250,NA,NA,NA,NA,NA,NA,NA
141154125001,1411541250,NA,NA,NA,NA,NA,NA,NA
141154105002,1411541050,NA,NA,NA,NA,NA,NA,NA
141154105001,1411541050,NA,NA,NA,NA,NA,NA,NA
141154117002,1411541170,NA,NA,NA,NA,NA,NA,NA
141154117001,1411541170,NA,NA,NA,NA,NA,NA,NA
141154116002,1411541160,NA,NA,NA,NA,NA,NA,NA
141154116001,1411541160,NA,NA,NA,NA,NA,NA,NA
141154103001,1411541030,NA,3,NA,NA,NA,NA,NA
141154219002,1411542190,NA,NA,NA,NA,NA,NA,NA
141154219001,1411542190,NA,NA,NA,NA,NA,NA,NA
141154233002,1411542330,45600,NA,NA,NA,NA,NA,NA
141154233001,1411542330,36000,NA,NA,NA,NA,NA,NA
141154204001,1411542040,NA,NA,NA,NA,NA,NA,NA
141154204002,1411542040,NA,NA,NA,NA,NA,NA,NA
141154221001,1411542210,8400,NA,NA,NA,NA,NA,NA
141154221002,1411542210,8400,NA,NA,NA,NA,NA,NA
141154217003,1411542170,NA,NA,NA,NA,NA,NA,NA
141154217002,1411542170,NA,NA,NA,NA,NA,NA,NA
141154224002,1411542240,NA,NA,NA,NA,NA,NA,NA
141154224001,1411542240,NA,NA,NA,NA,NA,NA,NA
141154208001,1411542080,NA,NA,NA,NA,NA,NA,NA
